service,scenario,concurrency,request_no,status,bytes,latency_ms,error
spin,image-resize,50,65,200,22304,710.469400,
spin,image-resize,50,66,200,22304,374.711500,
spin,image-resize,50,67,200,22304,678.095200,
spin,image-resize,50,68,200,22304,357.104500,
spin,image-resize,50,69,200,22304,601.282400,
spin,image-resize,50,70,200,22304,702.430600,
spin,image-resize,50,71,200,22304,773.892100,
spin,image-resize,50,72,200,22304,404.810100,
spin,image-resize,50,73,200,22304,762.095200,
spin,image-resize,50,74,200,22304,394.039100,
spin,image-resize,50,75,200,22304,433.433000,
spin,image-resize,50,76,200,22304,411.945800,
spin,image-resize,50,77,200,22304,557.059600,
spin,image-resize,50,78,200,22304,444.933900,
spin,image-resize,50,79,200,22304,659.409900,
spin,image-resize,50,80,200,22304,999.691300,
spin,image-resize,50,81,200,22304,511.347600,
spin,image-resize,50,82,200,22304,1033.490800,
spin,image-resize,50,83,200,22304,689.256600,
spin,image-resize,50,84,200,22304,460.008900,
spin,image-resize,50,85,200,22304,463.738300,
spin,image-resize,50,86,200,22304,716.163000,
spin,image-resize,50,87,200,22304,721.034600,
spin,image-resize,50,88,200,22304,854.837900,
spin,image-resize,50,89,200,22304,712.319400,
spin,image-resize,50,90,200,22304,718.537400,
spin,image-resize,50,91,200,22304,740.338800,
spin,image-resize,50,92,200,22304,760.250600,
spin,image-resize,50,93,200,22304,802.674500,
spin,image-resize,50,94,200,22304,798.882000,
spin,image-resize,50,95,200,22304,796.481200,
spin,image-resize,50,96,200,22304,756.493500,
spin,image-resize,50,97,200,22304,478.663500,
spin,image-resize,50,98,200,22304,534.165000,
spin,image-resize,50,99,200,22304,567.512400,
spin,image-resize,50,100,200,22304,569.463000,
